repository;window_index;metric_A;best_classifier_A;metric_B;best_classifier_B;window_A_pred;window_A_true;window_A_res;window_B_pred;window_B_true;window_B_res;num_predict;A_intersection_B;A/B;B/A;Missed_both;A_intersection_B_%;A/B_%;B/A_%;Missed_both_%
PyratLabs/ansible-role-k3s;10;pdg;decision_tree;process;logistic;[0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1];[0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1];[1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1];[0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1];[0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1];[1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1];12;6;4;1;1;50;33,33;8,33;8,33
PyratLabs/ansible-role-k3s;11;pdg;decision_tree;process;logistic;[0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1];[0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1];[1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1];[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0];[0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1];[1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0];12;7;3;2;0;58,33;25;16,67;0
PyratLabs/ansible-role-k3s;12;pdg;decision_tree;process;logistic;[0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1];[0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1];[1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1];[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0];[0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1];[1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0];12;7;3;2;0;58,33;25;16,67;0
PyratLabs/ansible-role-k3s;13;pdg;decision_tree;process;logistic;[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1];[0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1];[1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1];[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1];[0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1];[1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1];12;9;2;0;1;75;16,67;0;8,33
PyratLabs/ansible-role-k3s;14;pdg;decision_tree;process;logistic;[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1];[0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1];[1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1];[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];[0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1];[1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 0, 0];12;8;3;0;1;66,67;25;0;8,33
PyratLabs/ansible-role-k3s;15;pdg;decision_tree;process;logistic;[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1];[0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1];[1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1];[1, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1];[0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1];[0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1];14;6;7;0;1;42,86;50;0;7,14
PyratLabs/ansible-role-k3s;16;pdg;decision_tree;process;logistic;[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1];[0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1];[1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1];[0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0];[0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1];[1, 1, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0];15;8;6;0;1;53,33;40;0;6,67
PyratLabs/ansible-role-k3s;17;pdg;decision_tree;process;logistic;[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1];[0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1];[1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1];[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0];[0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1];[1, 1, 1, 0, 1, 1, 1, 0, 1, 0, 1, 1, 1, 0, 0];15;10;4;0;1;66,67;26,67;0;6,67
PyratLabs/ansible-role-k3s;18;pdg;decision_tree;process;logistic;[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];[0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0];[1, 0, 1, 1, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1];[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];[0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0];[1, 0, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1];21;15;0;1;5;71,43;0;4,76;23,81
PyratLabs/ansible-role-k3s;19;pdg;decision_tree;process;logistic;[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];[0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0];[1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1];[0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 1, 0, 0, 0];[0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0];[1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 0, 0, 1, 1, 1];27;17;5;3;2;62,96;18,52;11,11;7,41
PyratLabs/ansible-role-k3s;20;pdg;decision_tree;process;logistic;[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];[0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0];[1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1];[0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 1, 0, 1, 0, 0, 1, 0, 0, 0];[0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0];[1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 1, 1, 1];28;17;6;3;2;60,71;21,43;10,71;7,14
PyratLabs/ansible-role-k3s;21;pdg;decision_tree;process;logistic;[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0];[1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1];[0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1];[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0];[1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0];29;4;22;2;1;13,79;75,86;6,9;3,45
PyratLabs/ansible-role-k3s;22;pdg;decision_tree;process;logistic;[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0];[1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1];[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0];[1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1];29;25;1;0;3;86,21;3,45;0;10,34
PyratLabs/ansible-role-k3s;23;pdg;decision_tree;process;logistic;[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0];[1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1];[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0];[1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1];29;25;1;0;3;86,21;3,45;0;10,34
PyratLabs/ansible-role-k3s;24;pdg;decision_tree;process;logistic;[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0];[1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1];[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0];[1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1];29;25;1;1;2;86,21;3,45;3,45;6,9
PyratLabs/ansible-role-k3s;25;pdg;decision_tree;process;logistic;[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0];[1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1];[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0];[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0];[1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1];29;24;2;1;2;82,76;6,9;3,45;6,9
PyratLabs/ansible-role-k3s;26;pdg;decision_tree;process;logistic;[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0];[1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1];[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0];[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0];[1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1];29;23;2;0;4;79,31;6,9;0;13,79
PyratLabs/ansible-role-k3s;27;pdg;decision_tree;process;logistic;[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0];[1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1];[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0];[1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1];29;24;1;0;4;82,76;3,45;0;13,79
PyratLabs/ansible-role-k3s;28;pdg;decision_tree;process;logistic;[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0];[1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1];[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0];[1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1];29;24;1;0;4;82,76;3,45;0;13,79
PyratLabs/ansible-role-k3s;29;pdg;decision_tree;process;logistic;[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0];[1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1];[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0];[1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1];29;24;1;0;4;82,76;3,45;0;13,79
PyratLabs/ansible-role-k3s;30;pdg;decision_tree;process;logistic;[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];[0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0];[1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1];[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0];[0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0];[1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1];39;28;6;1;4;71,79;15,38;2,56;10,26
PyratLabs/ansible-role-k3s;31;pdg;decision_tree;process;logistic;[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];[0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0];[1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1];[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];[0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0];[1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1];39;33;1;0;5;84,62;2,56;0;12,82
